date,task_text,completed,priority,task_type,goal,sub_category,project,duration_minutes,source,source_date
2026-02-28,"Write the robot_pick_success_rate ownership contract: numerator, denominator, event grain, owner, source tables robotics.pick_attempts and robotics.pick_results, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,55,archive_rollover,2026-02-28
2026-02-28,"Run a 15-minute Japanese permission/prohibition pattern rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-02-28
2026-03-01,"Write the support_resolution_sla ownership contract: numerator, denominator, event grain, owner, source tables support.ticket_created and support.ticket_resolved, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,60,archive_rollover,2026-03-01
2026-03-01,"Create a 6-bullet capacity memo for nightly fraud feature build: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,45,archive_rollover,2026-03-01
2026-03-03,"Write the recommendation_acceptance_rate ownership contract: numerator, denominator, event grain, owner, source tables events.recommendation_shown and events.recommendation_accepted, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,70,archive_rollover,2026-03-03
2026-03-03,"Create a 6-bullet capacity memo for robotics telemetry replay: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,40,archive_rollover,2026-03-03
2026-03-03,"Build a recommendation_acceptance_rate QA checklist: freshness threshold, duplicate guard, null-rate check, segment drift check, owner sign-off, and one failure action",true,P2,skill_practice,data_owner,evaluation_discipline,Evaluation harness,45,archive_rollover,2026-03-03
2026-03-03,"Draft a 120-word learning note from the recommendation_acceptance_rate artifact: problem, decision, tradeoff, and one reusable rule",true,P3,writing,data_owner,writing,Public learning notes,25,archive_rollover,2026-03-03
2026-03-04,"Write the activation_rate ownership contract: numerator, denominator, event grain, owner, source tables events.signup_started and events.activation_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,55,archive_rollover,2026-03-04
2026-03-04,"Create a 6-bullet capacity memo for support triage classifier: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,45,archive_rollover,2026-03-04
2026-03-05,"Write the trial_to_paid_rate ownership contract: numerator, denominator, event grain, owner, source tables billing.trial_started and billing.subscription_started, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,60,archive_rollover,2026-03-05
2026-03-05,"Run a 15-minute Japanese permission/prohibition pattern rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-03-05
2026-03-06,"Write the weekly_active_workspace_rate ownership contract: numerator, denominator, event grain, owner, source tables events.workspace_opened and events.core_action_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,65,archive_rollover,2026-03-06
2026-03-06,"Create a 6-bullet capacity memo for warehouse route optimizer: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,40,archive_rollover,2026-03-06
2026-03-06,"Draft a decision memo for weekly_active_workspace_rate: user segment, success metric, guardrail, counterfactual, recommendation, and two pushback answers",true,P2,interview_prep,data_owner,decision_science,Decision memo practice,40,archive_rollover,2026-03-06
2026-03-07,"Write the gpu_queue_wait_p95 ownership contract: numerator, denominator, event grain, owner, source tables infra.inference_requests and infra.gpu_queue_events, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,70,archive_rollover,2026-03-07
2026-03-08,"Run a 15-minute Japanese must-do obligation rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-03-08
2026-03-09,"Write the support_resolution_sla ownership contract: numerator, denominator, event grain, owner, source tables support.ticket_created and support.ticket_resolved, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,60,archive_rollover,2026-03-09
2026-03-10,"Write the onboarding_completion_rate ownership contract: numerator, denominator, event grain, owner, source tables events.onboarding_started and events.onboarding_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,65,archive_rollover,2026-03-10
2026-03-10,"Create a 6-bullet capacity memo for image embedding backfill: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,45,archive_rollover,2026-03-10
2026-03-10,"Draft a 120-word learning note from the onboarding_completion_rate artifact: problem, decision, tradeoff, and one reusable rule",true,P3,writing,data_owner,writing,Public learning notes,25,archive_rollover,2026-03-10
2026-03-11,"Write the recommendation_acceptance_rate ownership contract: numerator, denominator, event grain, owner, source tables events.recommendation_shown and events.recommendation_accepted, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,70,archive_rollover,2026-03-11
2026-03-11,"Create a 6-bullet capacity memo for image embedding backfill: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,35,archive_rollover,2026-03-11
2026-03-11,"Map the warehouse picker retry loop: sensor=gripper pressure, bad-reading threshold, actuator response, fail-safe, logged fields, and one review question",true,P2,project_work,experience_design,physical_ai,Robotics systems notebook,45,archive_rollover,2026-03-11
2026-03-11,"Run a 15-minute Japanese te-form request rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-03-11
2026-03-12,"Write the activation_rate ownership contract: numerator, denominator, event grain, owner, source tables events.signup_started and events.activation_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,55,archive_rollover,2026-03-12
2026-03-12,"Create a 6-bullet capacity memo for nightly fraud feature build: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,40,archive_rollover,2026-03-12
2026-03-13,"Write the trial_to_paid_rate ownership contract: numerator, denominator, event grain, owner, source tables billing.trial_started and billing.subscription_started, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,60,archive_rollover,2026-03-13
2026-03-13,"Draft a decision memo for trial_to_paid_rate: user segment, success metric, guardrail, counterfactual, recommendation, and two pushback answers",true,P2,interview_prep,data_owner,decision_science,Decision memo practice,35,archive_rollover,2026-03-13
2026-03-14,"Run a 15-minute Japanese comparison pattern rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-03-14
2026-03-15,"Write the gpu_queue_wait_p95 ownership contract: numerator, denominator, event grain, owner, source tables infra.inference_requests and infra.gpu_queue_events, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,70,archive_rollover,2026-03-15
2026-03-17,"Write the support_resolution_sla ownership contract: numerator, denominator, event grain, owner, source tables support.ticket_created and support.ticket_resolved, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,60,archive_rollover,2026-03-17
2026-03-17,"Run a 15-minute Japanese because/therefore connector rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-03-17
2026-03-17,"Draft a 120-word learning note from the support_resolution_sla artifact: problem, decision, tradeoff, and one reusable rule",true,P3,writing,data_owner,writing,Public learning notes,25,archive_rollover,2026-03-17
2026-03-18,"Write the onboarding_completion_rate ownership contract: numerator, denominator, event grain, owner, source tables events.onboarding_started and events.onboarding_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,65,archive_rollover,2026-03-18
2026-03-18,"Create a 6-bullet capacity memo for warehouse route optimizer: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,40,archive_rollover,2026-03-18
2026-03-18,"Draft a decision memo for onboarding_completion_rate: user segment, success metric, guardrail, counterfactual, recommendation, and two pushback answers",true,P2,interview_prep,data_owner,decision_science,Decision memo practice,40,archive_rollover,2026-03-18
2026-03-19,"Write the recommendation_acceptance_rate ownership contract: numerator, denominator, event grain, owner, source tables events.recommendation_shown and events.recommendation_accepted, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,70,archive_rollover,2026-03-19
2026-03-19,"Create a 6-bullet capacity memo for warehouse route optimizer: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,45,archive_rollover,2026-03-19
2026-03-20,"Write the activation_rate ownership contract: numerator, denominator, event grain, owner, source tables events.signup_started and events.activation_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,55,archive_rollover,2026-03-20
2026-03-20,"Create a 6-bullet capacity memo for chat summary inference: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,35,archive_rollover,2026-03-20
2026-03-20,"Run a 15-minute Japanese permission/prohibition pattern rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-03-20
2026-03-21,"Write the trial_to_paid_rate ownership contract: numerator, denominator, event grain, owner, source tables billing.trial_started and billing.subscription_started, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,60,archive_rollover,2026-03-21
2026-03-21,"Create a 6-bullet capacity memo for chat summary inference: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,40,archive_rollover,2026-03-21
2026-03-22,"Write the weekly_active_workspace_rate ownership contract: numerator, denominator, event grain, owner, source tables events.workspace_opened and events.core_action_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,65,archive_rollover,2026-03-22
2026-03-22,"Run a 15-minute Japanese because/therefore connector rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-03-22
2026-03-23,"Write the gpu_queue_wait_p95 ownership contract: numerator, denominator, event grain, owner, source tables infra.inference_requests and infra.gpu_queue_events, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,70,archive_rollover,2026-03-23
2026-03-23,"Create a 6-bullet capacity memo for image embedding backfill: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,35,archive_rollover,2026-03-23
2026-03-23,"Map the conveyor handoff timing loop: sensor=belt position encoder, bad-reading threshold, actuator response, fail-safe, logged fields, and one review question",true,P2,project_work,experience_design,physical_ai,Robotics systems notebook,45,archive_rollover,2026-03-23
2026-03-23,"Run a 15-minute Japanese must-do obligation rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-03-23
2026-03-24,"Write the robot_pick_success_rate ownership contract: numerator, denominator, event grain, owner, source tables robotics.pick_attempts and robotics.pick_results, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,55,archive_rollover,2026-03-24
2026-03-24,"Create a 6-bullet capacity memo for nightly fraud feature build: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,40,archive_rollover,2026-03-24
2026-03-24,"Draft a 120-word learning note from the robot_pick_success_rate artifact: problem, decision, tradeoff, and one reusable rule",true,P3,writing,data_owner,writing,Public learning notes,25,archive_rollover,2026-03-24
2026-03-25,"Write the support_resolution_sla ownership contract: numerator, denominator, event grain, owner, source tables support.ticket_created and support.ticket_resolved, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,60,archive_rollover,2026-03-25
2026-03-26,"Write the onboarding_completion_rate ownership contract: numerator, denominator, event grain, owner, source tables events.onboarding_started and events.onboarding_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,65,archive_rollover,2026-03-26
2026-03-26,"Create a 6-bullet capacity memo for robotics telemetry replay: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,35,archive_rollover,2026-03-26
2026-03-26,"Build a onboarding_completion_rate QA checklist: freshness threshold, duplicate guard, null-rate check, segment drift check, owner sign-off, and one failure action",true,P2,skill_practice,data_owner,evaluation_discipline,Evaluation harness,40,archive_rollover,2026-03-26
2026-03-26,"Run a 15-minute Japanese te-form request rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-03-26
2026-03-27,"Write the recommendation_acceptance_rate ownership contract: numerator, denominator, event grain, owner, source tables events.recommendation_shown and events.recommendation_accepted, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,70,archive_rollover,2026-03-27
2026-03-27,"Create a 6-bullet capacity memo for robotics telemetry replay: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,40,archive_rollover,2026-03-27
2026-03-28,"Write the activation_rate ownership contract: numerator, denominator, event grain, owner, source tables events.signup_started and events.activation_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,55,archive_rollover,2026-03-28
2026-03-28,"Run a 15-minute Japanese must-do obligation rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-03-28
2026-03-31,"Write the gpu_queue_wait_p95 ownership contract: numerator, denominator, event grain, owner, source tables infra.inference_requests and infra.gpu_queue_events, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,70,archive_rollover,2026-03-31
2026-03-31,"Create a 6-bullet capacity memo for warehouse route optimizer: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,45,archive_rollover,2026-03-31
2026-03-31,"Draft a decision memo for gpu_queue_wait_p95: user segment, success metric, guardrail, counterfactual, recommendation, and two pushback answers",true,P2,interview_prep,data_owner,decision_science,Decision memo practice,45,archive_rollover,2026-03-31
2026-03-31,"Draft a 120-word learning note from the gpu_queue_wait_p95 artifact: problem, decision, tradeoff, and one reusable rule",true,P3,writing,data_owner,writing,Public learning notes,25,archive_rollover,2026-03-31
2026-04-01,"Write the robot_pick_success_rate ownership contract: numerator, denominator, event grain, owner, source tables robotics.pick_attempts and robotics.pick_results, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,55,archive_rollover,2026-04-01
2026-04-01,"Create a 6-bullet capacity memo for chat summary inference: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,35,archive_rollover,2026-04-01
2026-04-01,"Run a 15-minute Japanese because/therefore connector rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-04-01
2026-04-02,"Write the support_resolution_sla ownership contract: numerator, denominator, event grain, owner, source tables support.ticket_created and support.ticket_resolved, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,60,archive_rollover,2026-04-02
2026-04-02,"Build a support_resolution_sla QA checklist: freshness threshold, duplicate guard, null-rate check, segment drift check, owner sign-off, and one failure action",true,P2,skill_practice,data_owner,evaluation_discipline,Evaluation harness,35,archive_rollover,2026-04-02
2026-04-03,"Write the onboarding_completion_rate ownership contract: numerator, denominator, event grain, owner, source tables events.onboarding_started and events.onboarding_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,65,archive_rollover,2026-04-03
2026-04-03,"Create a 6-bullet capacity memo for image embedding backfill: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,45,archive_rollover,2026-04-03
2026-04-05,"Write the activation_rate ownership contract: numerator, denominator, event grain, owner, source tables events.signup_started and events.activation_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,55,archive_rollover,2026-04-05
2026-04-05,"Create a 6-bullet capacity memo for nightly fraud feature build: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,40,archive_rollover,2026-04-05
2026-04-05,"Run a 15-minute Japanese te-form request rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-04-05
2026-04-06,"Write the trial_to_paid_rate ownership contract: numerator, denominator, event grain, owner, source tables billing.trial_started and billing.subscription_started, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,60,archive_rollover,2026-04-06
2026-04-07,"Write the weekly_active_workspace_rate ownership contract: numerator, denominator, event grain, owner, source tables events.workspace_opened and events.core_action_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,65,archive_rollover,2026-04-07
2026-04-07,"Create a 6-bullet capacity memo for robotics telemetry replay: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,35,archive_rollover,2026-04-07
2026-04-07,"Build a weekly_active_workspace_rate QA checklist: freshness threshold, duplicate guard, null-rate check, segment drift check, owner sign-off, and one failure action",true,P2,skill_practice,data_owner,evaluation_discipline,Evaluation harness,40,archive_rollover,2026-04-07
2026-04-07,"Run a 15-minute Japanese must-do obligation rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-04-07
2026-04-07,"Draft a 120-word learning note from the weekly_active_workspace_rate artifact: problem, decision, tradeoff, and one reusable rule",true,P3,writing,data_owner,writing,Public learning notes,25,archive_rollover,2026-04-07
2026-04-08,"Write the gpu_queue_wait_p95 ownership contract: numerator, denominator, event grain, owner, source tables infra.inference_requests and infra.gpu_queue_events, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,70,archive_rollover,2026-04-08
2026-04-08,"Create a 6-bullet capacity memo for robotics telemetry replay: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,40,archive_rollover,2026-04-08
2026-04-09,"Write the robot_pick_success_rate ownership contract: numerator, denominator, event grain, owner, source tables robotics.pick_attempts and robotics.pick_results, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,55,archive_rollover,2026-04-09
2026-04-09,"Create a 6-bullet capacity memo for support triage classifier: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,45,archive_rollover,2026-04-09
2026-04-10,"Write the support_resolution_sla ownership contract: numerator, denominator, event grain, owner, source tables support.ticket_created and support.ticket_resolved, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,60,archive_rollover,2026-04-10
2026-04-10,"Map the warehouse picker retry loop: sensor=gripper pressure, bad-reading threshold, actuator response, fail-safe, logged fields, and one review question",true,P2,project_work,experience_design,physical_ai,Robotics systems notebook,35,archive_rollover,2026-04-10
2026-04-10,"Run a 15-minute Japanese te-form request rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-04-10
2026-04-11,"Write the onboarding_completion_rate ownership contract: numerator, denominator, event grain, owner, source tables events.onboarding_started and events.onboarding_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,65,archive_rollover,2026-04-11
2026-04-11,"Run a 15-minute Japanese because/therefore connector rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-04-11
2026-04-12,"Write the recommendation_acceptance_rate ownership contract: numerator, denominator, event grain, owner, source tables events.recommendation_shown and events.recommendation_accepted, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,70,archive_rollover,2026-04-12
2026-04-13,"Write the activation_rate ownership contract: numerator, denominator, event grain, owner, source tables events.signup_started and events.activation_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,55,archive_rollover,2026-04-13
2026-04-13,"Create a 6-bullet capacity memo for chat summary inference: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,35,archive_rollover,2026-04-13
2026-04-13,"Run a 15-minute Japanese comparison pattern rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-04-13
2026-04-15,"Write the weekly_active_workspace_rate ownership contract: numerator, denominator, event grain, owner, source tables events.workspace_opened and events.core_action_completed, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,65,archive_rollover,2026-04-15
2026-04-15,"Create a 6-bullet capacity memo for image embedding backfill: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,45,archive_rollover,2026-04-15
2026-04-15,"Map the docking alignment correction loop: sensor=front camera offset, bad-reading threshold, actuator response, fail-safe, logged fields, and one review question",true,P2,project_work,experience_design,physical_ai,Robotics systems notebook,40,archive_rollover,2026-04-15
2026-04-16,"Write the gpu_queue_wait_p95 ownership contract: numerator, denominator, event grain, owner, source tables infra.inference_requests and infra.gpu_queue_events, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,70,archive_rollover,2026-04-16
2026-04-16,"Create a 6-bullet capacity memo for image embedding backfill: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,35,archive_rollover,2026-04-16
2026-04-16,"Run a 15-minute Japanese because/therefore connector rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-04-16
2026-04-17,"Write the robot_pick_success_rate ownership contract: numerator, denominator, event grain, owner, source tables robotics.pick_attempts and robotics.pick_results, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,55,archive_rollover,2026-04-17
2026-04-17,"Create a 6-bullet capacity memo for nightly fraud feature build: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,40,archive_rollover,2026-04-17
2026-04-17,"Draft a decision memo for robot_pick_success_rate: user segment, success metric, guardrail, counterfactual, recommendation, and two pushback answers",true,P2,interview_prep,data_owner,decision_science,Decision memo practice,30,archive_rollover,2026-04-17
2026-04-18,"Write the support_resolution_sla ownership contract: numerator, denominator, event grain, owner, source tables support.ticket_created and support.ticket_resolved, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,60,archive_rollover,2026-04-18
2026-04-19,"Run a 15-minute Japanese permission/prohibition pattern rep: write 8 sentences, correct 3 misses, and save 2 reusable phrases",true,P3,skill_practice,experience_design,evaluation_discipline,Japanese habit loop,15,archive_rollover,2026-04-19
2026-04-20,"Write the recommendation_acceptance_rate ownership contract: numerator, denominator, event grain, owner, source tables events.recommendation_shown and events.recommendation_accepted, 2 quality checks, and one open question",true,P1,project_work,data_owner,data_foundation,Data owner operating system,70,archive_rollover,2026-04-20
2026-04-20,"Create a 6-bullet capacity memo for robotics telemetry replay: demand assumption, bottleneck, queue symptom, user impact, mitigation, and next measurement",true,P2,skill_practice,data_owner,service_platform_eng,AI infrastructure literacy,40,archive_rollover,2026-04-20
2026-04-20,"Build a recommendation_acceptance_rate QA checklist: freshness threshold, duplicate guard, null-rate check, segment drift check, owner sign-off, and one failure action",true,P2,skill_practice,data_owner,evaluation_discipline,Evaluation harness,45,archive_rollover,2026-04-20
